number,State,population,population category,State2,score final,Website,TLS Level,Certificate Expiry,Certificate Signed,Country Code,Domain,cert_type,Country Code2,SWEET 32,Certificate Issuer,HTTP Check,HEARTBLEED,HSTS_CHECK,PORT 80,POODLE,DROWN,FREAK,County_site,Number of Open Ports,protocol1,protocol2,protocol3,protocol4,protocol5,protocol6,protocol7
80,AR,18417,"1 to 75,000",AR,14,drewcounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,drewcounty.arkansas.gov,0,,,,,,,
81,AR,18126,"1 to 75,000",AR,13,grantcountyar.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,grantcountyar.com,2,,,,,,,
82,AR,44937,"1 to 75,000",AR,13,greenecounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,greenecounty.arkansas.gov,0,,,,,,,
83,AR,37427,"1 to 75,000",AR,12,independencecounty.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,independencecounty.com,0,,,,,,,
84,AR,17027,"1 to 75,000",AR,13,jacksoncountyar.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,jacksoncountyar.com,11,ftp,smtp,dns,,,,
85,AR,26372,"1 to 75,000",AR,14,johnsoncounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,johnsoncounty.arkansas.gov,0,,,,,,,
86,AR,6800,"1 to 75,000",AR,14,lafayettecounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lafayettecounty.arkansas.gov,0,,,,,,,
87,AR,16211,"1 to 75,000",AR,8,madisoncogov.com,unknown, not expired, not self-signed, Unknown, .com, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,madisoncogov.com,0,,,,,,,
88,AR,8950,"1 to 75,000",AR,14,montgomerycounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,montgomerycounty.arkansas.gov,0,,,,,,,
89,AR,8351,"1 to 75,000",AR,14,nevadacounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,nevadacounty.arkansas.gov,0,,,,,,,
90,AR,10355,"1 to 75,000",AR,13,perrycoarkansas.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, Network Solutions OV Server CA 2,HTTP/1.1 302 Found,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,perrycoarkansas.org,0,,,,,,,
91,AR,10756,"1 to 75,000",AR,14,portal.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,portal.arkansas.gov,0,,,,,,,
92,AR,10376,"1 to 75,000",AR,13,scottcountyar.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,scottcountyar.com,2,,,,,,,
93,AR,12475,"1 to 75,000",AR,10,stonecountyar.com,TLS 1.2, not expired, not self-signed, US, .com, EV, US,VULNERABLE, Thawte EV RSA CA 2018,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,stonecountyar.com,0,,,,,,,
94,AR,39449,"1 to 75,000",AR,12,unioncountyar.com,TLS 1.3, not expired,self-signed, US, .com, non-EV, US, NOT VULNERABLE, sni.dreamhost.com,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,unioncountyar.com,5,ftp,ssh,,,,,
95,AR,16642,"1 to 75,000",AR,11,vanburencountyar.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, Microsoft RSA TLS CA 01,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,vanburencountyar.com,0,,,,,,,
96,AR,6533,"1 to 75,000",AR,14,woodruffcounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,woodruffcounty.arkansas.gov,0,,,,,,,
97,AR,41427,"1 to 75,000",AR,12,baxtercounty.org,TLS 1.3, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE, R3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,baxtercounty.org,5,,,,,,,
98,AR,265759,"250,000 to 499,999",AR,15,bentoncountyar.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,bentoncountyar.gov,6,dns,,,,,,
99,AR,37331,"1 to 75,000",AR,13,boonecountyar.com,TLS 1.2, not expired, not self-signed, US, .com, EV, US, NOT VULNERABLE, Network Solutions DV Server CA 2,HTTP/1.1 302 Found,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,boonecountyar.com,0,,,,,,,
100,AR,5192,"1 to 75,000",AR,14,calhouncounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,calhouncounty.arkansas.gov,0,,,,,,,
101,AR,10615,"1 to 75,000",AR,14,chicotcounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,chicotcounty.arkansas.gov,0,,,,,,,
102,AR,22386,"1 to 75,000",AR,13,clarkcountyarkansas.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,clarkcountyarkansas.com,10,ssh,dns,,,,,
103,AR,25100,"1 to 75,000",AR,11,cleburnecountyar.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, GB,VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,cleburnecountyar.com,1,,,,,,,
104,AR,27965,"1 to 75,000",AR,8,co.carroll.ar.us,No TLS, not expired, not self-signed, Unknown, .us, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.carroll.ar.us,1,,,,,,,
105,AR,20858,"1 to 75,000",AR,14,conwaycountyar.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,conwaycountyar.com,12,ftp,ssh,dns,,,,
106,AR,107345,"75,001 to 149,999",AR,11,craigheadcounty.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,craigheadcounty.org,0,,,,,,,
107,AR,48672,"1 to 75,000",AR,10,crittenden.ark.org,TLS 1.2, not expired, not self-signed, US, .org, EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,crittenden.ark.org,0,,,,,,,
108,AR,16824,"1 to 75,000",AR,13,crosscountyar.org,TLS 1.2, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE, Network Solutions DV Server CA 2,HTTP/1.1 302 Found,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,crosscountyar.org,0,,,,,,,
109,AR,11709,"1 to 75,000",AR,14,deshacounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,deshacounty.arkansas.gov,0,,,,,,,
110,AR,123624,"75,001 to 149,999",AR,13,faulknercounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,faulknercounty.org,12,ftp,ssh,dns,,,,
111,AR,98555,"75,001 to 149,999",AR,11,garlandcounty.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,garlandcounty.org,0,,,,,,,
112,AR,33597,"1 to 75,000",AR,14,hotspringcounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,hotspringcounty.arkansas.gov,0,,,,,,,
113,AR,13570,"1 to 75,000",AR,13,izardcountyar.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, Network Solutions OV Server CA 2,HTTP/1.1 302 Found,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,izardcountyar.org,0,,,,,,,
114,AR,69282,"1 to 75,000",AR,15,jeffersoncountyar.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Network Solutions OV Server CA 2,HTTP/1.1 302 Found,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,jeffersoncountyar.gov,0,,,,,,,
115,AR,16549,"1 to 75,000",AR,14,lawrencecountyarkansas.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lawrencecountyarkansas.com,13,ftp,ssh,dns,,,,
116,AR,9194,"1 to 75,000",AR,14,leecounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,leecounty.arkansas.gov,0,,,,,,,
117,AR,13455,"1 to 75,000",AR,14,lincolncounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lincolncounty.arkansas.gov,0,,,,,,,
118,AR,16476,"1 to 75,000",AR,14,marioncounty.arkansas.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, R3,HTTP 4XX,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,marioncounty.arkansas.gov,1,,,,,,,
119,AR,43572,"1 to 75,000",AR,13,millercountyar.com,TLS 1.3, not expired, not self-signed, US, .com, EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,millercountyar.com,11,ftp,smtp,dns,,,,
120,AR,42126,"1 to 75,000",AR,13,mississippicountyar.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, Network Solutions OV Server CA 2,HTTP/1.1 302 Found,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,mississippicountyar.org,0,,,,,,,
121,AR,7050,"1 to 75,000",AR,14,monroecounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,monroecounty.arkansas.gov,0,,,,,,,
122,AR,18606,"1 to 75,000",AR,14,phillipscounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,phillipscounty.arkansas.gov,0,,,,,,,
123,AR,23896,"1 to 75,000",AR,11,poinsettcounty.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,poinsettcounty.us,2,telnet,,,,,,
124,AR,63761,"1 to 75,000",AR,15,popecountyar.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Network Solutions DV Server CA 2,HTTP/1.1 302 Found,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,popecountyar.gov,0,,,,,,,
125,AR,8189,"1 to 75,000",AR,14,prairiecounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,prairiecounty.arkansas.gov,0,,,,,,,
126,AR,392967,"250,000 to 499,999",AR,12,pulaskicounty.net,TLS 1.2, not expired, not self-signed, US, .net, non-EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,pulaskicounty.net,10,ftp,dns,,,,,
127,AR,119415,"75,001 to 149,999",AR,13,salinecounty.org,TLS 1.2, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 302 Found,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,salinecounty.org,1,dns,,,,,,
128,AR,127591,"75,001 to 149,999",AR,14,sebastiancountyar.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,sebastiancountyar.gov,0,,,,,,,
129,AR,17139,"1 to 75,000",AR,14,sharpcounty.arkansas.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,sharpcounty.arkansas.gov,0,,,,,,,
130,AR,25900,"1 to 75,000",AR,11,stfranciscountyar.org,TLS 1.2, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE, Network Solutions OV Server CA 2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,stfranciscountyar.org,0,,,,,,,
131,AR,232289,"150,000 to 249,999",AR,13,washingtoncountyar.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,washingtoncountyar.gov,0,,,,,,,
132,AR,78762,"75,001 to 149,999",AR,12,whitecountyar.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,whitecountyar.org,1,,,,,,,
133,AR,21464,"1 to 75,000",AR,10,yellcounty.net,TLS 1.2, not expired, not self-signed, US, .net, non-EV, US,VULNERABLE, R3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,yellcounty.net,8,ftp,ssh,,,,,
134,AZ,71511,"1 to 75,000",AZ,14,apachecountyaz.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Amazon,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,apachecountyaz.gov,0,,,,,,,
135,AZ,0,STATE,AZ,13,az.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US,VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,az.gov,2,,,,,,,
136,AZ,9522,"1 to 75,000",AZ,11,co.greenlee.az.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.greenlee.az.us,0,,,,,,,
137,AZ,20793,"1 to 75,000",AZ,8,co.la-paz.az.us,No TLS, not expired, not self-signed, Unknown, .us, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.la-paz.az.us,0,,,,,,,
138,AZ,125867,"75,001 to 149,999",AZ,14,cochise.az.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,cochise.az.gov,35,ssh,rdp,,,,,
139,AZ,141274,"75,001 to 149,999",AZ,13,coconino.az.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,coconino.az.gov,0,,,,,,,
140,AZ,53546,"1 to 75,000",AZ,15,gilacountyaz.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,gilacountyaz.gov,0,,,,,,,
141,AZ,37996,"1 to 75,000",AZ,13,graham.az.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,graham.az.gov,0,,,,,,,
142,AZ,4328810,"1,000,000",AZ,14,maricopa.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Entrust Certification Authority - L1K,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,maricopa.gov,1,ssh,,,,,,
143,AZ,207695,"150,000 to 249,999",AZ,12,mohavecounty.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,mohavecounty.us,0,,,,,,,
144,AZ,109270,"75,001 to 149,999",AZ,12,navajocountyaz.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,navajocountyaz.gov,0,,,,,,,
145,AZ,432793,"250,000 to 499,999",AZ,13,pinalcountyaz.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 302 Moved Temporarily,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,pinalcountyaz.gov,2,,,,,,,
146,AZ,46480,"1 to 75,000",AZ,13,santacruzcountyaz.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,santacruzcountyaz.gov,0,,,,,,,
147,AZ,1027207,"1,000,000",AZ,14,webcms.pima.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert Global CA G2,HTTP/1.0 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,webcms.pima.gov,0,,,,,,,
148,AZ,228067,"150,000 to 249,999",AZ,12,yavapai.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,yavapai.us,0,,,,,,,
149,AZ,209468,"150,000 to 249,999",AZ,13,yumacountyaz.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,yumacountyaz.gov,0,,,,,,,
150,CA,1656754,"1,000,000",CA,11,acgov.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,acgov.org,0,,,,,,,
151,CA,38429,"1 to 75,000",CA,11,amadorgov.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,amadorgov.org,0,,,,,,,
152,CA,225817,"150,000 to 249,999",CA,10,buttecounty.net,TLS 1.2, not expired, not self-signed, US, .net, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,buttecounty.net,1,ftp,,,,,,
153,CA,0,STATE,CA,12,ca.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, Sectigo RSA Organization Validation Secure Server CA,HTTP 4XX,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,ca.gov,0,,,,,,,
154,CA,45514,"1 to 75,000",CA,13,calaverasgov.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 302 Redirect,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,calaverasgov.us,0,,,,,,,
155,CA,27495,"1 to 75,000",CA,9,co.del-norte.ca.us,unknown, not expired, not self-signed, Unknown, .us, non-EV, Unknown, NOT VULNERABLE, not found,Unknown,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.del-norte.ca.us,2,ftp,ssh,,,,,
